Field13,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,EWA,Field14,Player
Select Year,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
Select Year,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,271,"Josh Davis, PHI",42,7.8,0.494,8.2,10.3,16.1,10,17.4,13.5,11.41,0,1.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2212,Josh Davis
2004-05 Regular Season,,"Devean George, LAL",15,20.4,0.488,10.1,8.6,16.9,5,14.6,9.8,10.69,0,1.2,0,http://insider.espn.go.com/nba/players/hollinger?playerId=267,Devean George
2004-05 Regular Season,,"Casey Jacobsen, NO/PHX",84,21.4,0.555,16.7,10.5,15.2,2,9.8,5.7,10.31,0,1,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1715,Casey Jacobsen
2004-05 Regular Season,,"Geno Carlisle, POR",6,2.7,0.709,13.1,13.1,17.6,8,0,3.6,18.17,0,0.9,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2498,Geno Carlisle
2004-05 Regular Season,,"Slava Medvedenko, LAL",43,9.8,0.49,6.7,6.7,17.5,8,12.7,10.5,11.89,0,0.9,0,http://insider.espn.go.com/nba/players/hollinger?playerId=543,Slava Medvedenko
2004-05 Regular Season,,"Calvin Booth, DAL/MIL",51,8.8,0.508,5.5,11,9.6,8,22.6,15.2,11.91,0,0.9,0,http://insider.espn.go.com/nba/players/hollinger?playerId=77,Calvin Booth
2004-05 Regular Season,,"Yuta Tabuse, PHX",4,4.3,0.451,25.5,8.5,21.8,13,12,12.6,15.62,0,0.7,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2241,Yuta Tabuse
2004-05 Regular Season,,"Jerome Moiso, CLE/NJ/TOR",20,6,0.59,3.2,22.1,10.8,10,28.4,18.9,12.3,0,0.6,0,http://insider.espn.go.com/nba/players/hollinger?playerId=570,Jerome Moiso
2004-05 Regular Season,,"Brandon Hunter, ORL",31,7.2,0.527,2.6,19.1,19.4,13,21.7,17.3,12.24,0,0.5,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2007,Brandon Hunter
2004-05 Regular Season,,"Jake Tsakalidis, MEM",31,9,0.542,10.6,12.8,12.9,9,15,12.1,11.81,0,0.5,0,http://insider.espn.go.com/nba/players/hollinger?playerId=860,Jake Tsakalidis
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Mario Kasun, ORL",45,7.9,0.505,5.3,17.2,15.7,17,23.6,20.1,11.99,0,0.5,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1775,Mario Kasun
2004-05 Regular Season,,"Anthony Miller, ATL",2,4.5,0.667,20,20,19.2,0,13.6,6.5,16.95,0,0.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=554,Anthony Miller
2004-05 Regular Season,,"Loren Woods, TOR",45,15.8,0.463,7,15.2,12.9,13,22.5,17.5,11.35,0,0.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1029,Loren Woods
2004-05 Regular Season,,"Mike Wilks, SA",48,5.8,0.482,25.2,10.7,16.1,2,8.8,5.3,11.05,0,0.2,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1913,Mike Wilks
2004-05 Regular Season,,"Lawrence Funderburke, CHI",2,10.5,0.549,0,0,15.4,5,10.6,8,13.1,0,0.2,0,http://insider.espn.go.com/nba/players/hollinger?playerId=259,Lawrence Funderburke
2004-05 Regular Season,,"Horace Jenkins, DET",15,6.9,0.414,13.5,10.5,24.3,3,6.7,5.1,10.27,0,0.2,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2453,Horace Jenkins
2004-05 Regular Season,,"Tony Bobbitt, LAL",2,6,0.5,0,0,16.7,0,28,14.1,11.71,0,0.1,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2454,Tony Bobbitt
2004-05 Regular Season,,"Luis Alberto Flores, DEN/GS",16,4.8,0.586,21.2,21.2,19.5,29,0,14.4,10.12,0,0.1,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2432,Luis Alberto Flores
2004-05 Regular Season,289,"Anthony Peeler, WSH",40,13.2,0.484,23.5,11.5,15.1,3,11.2,6.9,10.26,0,0,0,http://insider.espn.go.com/nba/players/hollinger?playerId=642,Anthony Peeler
2004-05 Regular Season,,"Donta Smith, ATL",38,11.4,0.473,19.7,12.6,15.9,5,9.3,7,10.65,0,-0.1,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2409,Donta Smith
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Paul Shirley, PHX",9,3.3,0.47,17.9,6,18.7,4,3.4,3.6,9.89,0,-0.2,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1063,Paul Shirley
2004-05 Regular Season,,"Torraye Braggs, HOU",7,3.4,0.429,0,22.2,15.4,35,23.7,29.2,11.67,0,-0.2,0,http://insider.espn.go.com/nba/players/hollinger?playerId=89,Torraye Braggs
2004-05 Regular Season,,"Brandin Knight, HOU",1,3,0,50,0,18.2,0,0,0,-1.24,0,-0.2,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2222,Brandin Knight
2004-05 Regular Season,,"Peter John Ramos, WSH",6,3.3,0.506,0,21.6,27,5,17.5,11.2,8.2,0,-0.2,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2403,Peter John Ramos
2004-05 Regular Season,,"Michael Bradley, ORL/PHI/SAC",18,6.6,0.6,13.3,13.3,6.1,6,22.1,14.3,11.73,0,-0.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=979,Michael Bradley
2004-05 Regular Season,,"Kerry Kittles, LAC",11,22.1,0.446,19.2,6.7,15.3,1,14.9,7.9,10.07,0,-0.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=437,Kerry Kittles
2004-05 Regular Season,,"Jamal Sampson, CHA",23,14.3,0.499,7.7,16.3,11.8,12,31.6,21.2,11.66,0,-0.4,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1780,Jamal Sampson
2004-05 Regular Season,,"Vlade Divac, LAL",15,8.7,0.469,27.4,20.2,17.4,16,12.1,13.9,10.51,0,-0.4,0,http://insider.espn.go.com/nba/players/hollinger?playerId=205,Vlade Divac
2004-05 Regular Season,,"Mark Pope, DEN",9,3,0.333,12.5,12.5,10.6,21,12.7,17.1,10.05,0,-0.4,0,http://insider.espn.go.com/nba/players/hollinger?playerId=667,Mark Pope
2004-05 Regular Season,,"Kedrick Brown, PHI",8,6.9,0.577,20.6,25.8,11.7,2,20.7,11.2,9.68,0,-0.5,0,http://insider.espn.go.com/nba/players/hollinger?playerId=982,Kedrick Brown
2004-05 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,301,"Zendon Hamilton, MIL",16,9.9,0.48,8.4,16.9,16.9,13,17.9,15.5,10.44,0,-0.6,0,http://insider.espn.go.com/nba/players/hollinger?playerId=296,Zendon Hamilton
2004-05 Regular Season,,"Mateen Cleaves, SEA",14,4.6,0.412,28.3,8.1,12.7,4,7.5,5.6,9.1,0,-0.8,0,http://insider.espn.go.com/nba/players/hollinger?playerId=151,Mateen Cleaves
2004-05 Regular Season,,"Mamadou N'diaye, LAC",11,6.5,0.433,4.2,0,13.3,15,14.6,15,10.67,0,-0.8,0,http://insider.espn.go.com/nba/players/hollinger?playerId=589,Mamadou N'diaye
2004-05 Regular Season,,"Awvee Storey, NJ",9,3.6,0.368,8.4,0,14.3,15,3.8,9.4,6.91,0,-0.9,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2512,Awvee Storey
2004-05 Regular Season,,"Dorell Wright, MIA",3,9,0.306,17.2,17.2,23,0,4.2,2.2,5.2,0,-0.9,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2423,Dorell Wright
2004-05 Regular Season,,"Ronald Murray, SEA",49,18,0.433,12.5,11,22.2,2,11.5,6.8,9.89,0,-0.9,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1777,Ronald Murray
2004-05 Regular Season,,"Qyntel Woods, MIA",3,13.3,0.417,0,14.3,14.1,6,11.2,8.8,7.7,0,-1,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1734,Qyntel Woods
2004-05 Regular Season,,"Kirk Penney, LAC",4,3,0.333,16.7,33.3,18.1,0,9.7,5,-4.27,0,-1.1,0,http://insider.espn.go.com/nba/players/hollinger?playerId=2189,Kirk Penney
2004-05 Regular Season,,"Ryan Humphrey, MEM",35,9.1,0.428,4,15.5,18.7,19,13.9,16.5,10.27,0,-1.3,0,http://insider.espn.go.com/nba/players/hollinger?playerId=1714,Ryan Humphrey
2004-05 Regular Season,,"James Posey, MEM",50,27.6,0.5,15.7,12.3,15,4,15,9.5,10.53,0,-1.5,0,http://insider.espn.go.com/nba/players/hollinger?playerId=671,James Posey
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,311,"Tremaine Fowlkes, IND",8,7,0.531,0,21.9,17.1,6,10.5,8.5,7.47,-0.1,-1.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=251,Tremaine Fowlkes
2004-05 Regular Season,,"Maurice Baker, LAC/POR",5,3.8,0,33.3,33.3,5.2,7,6.2,6.4,-0.23,-0.1,-1.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2706,Maurice Baker
2004-05 Regular Season,,"Melvin Ely, CHA",79,20.9,0.465,9.4,14.2,18.1,9,13.5,11.3,10.57,-0.1,-1.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1709,Melvin Ely
2004-05 Regular Season,,"Linton Johnson, SA",2,7.5,0,0,33.3,8.2,0,23.4,11.7,-3.36,-0.1,-1.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2221,Linton Johnson
2004-05 Regular Season,,"Pavel Podkolzin, DAL",5,2,0.568,0,69.4,11.3,0,21.9,11.2,-12.12,-0.1,-1.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2441,Pavel Podkolzin
2004-05 Regular Season,,"Alex Garcia, NO",8,18.3,0.409,22.6,10,19.2,5,6.8,6.1,8.45,-0.1,-1.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2233,Alex Garcia
2004-05 Regular Season,,"Ron Mercer, NJ",18,21.7,0.422,10.2,7.1,19.2,3,9.7,6.2,9.41,-0.1,-1.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=546,Ron Mercer
2004-05 Regular Season,,"Kaniel Dickens, NJ",11,5.5,0.437,5.6,11.2,11.5,6,12,8.9,6.7,-0.1,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=202,Kaniel Dickens
2004-05 Regular Season,,"Bostjan Nachbar, NO/HOU",71,18.9,0.534,12.1,12,11.3,2,14.5,8.6,10.18,-0.1,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1723,Bostjan Nachbar
2004-05 Regular Season,,"Kendrick Perkins, BOS",60,9.1,0.515,10.1,20.6,13.9,12,25.7,18.7,11.21,-0.1,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2018,Kendrick Perkins
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"James Jones, IND",75,17.7,0.537,12.8,9.7,12.8,4,11.9,7.8,10.49,-0.1,-1.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2009,James Jones
2004-05 Regular Season,,"Andre Emmett, MEM",8,3.5,0.427,0,10.9,13.5,0,8.5,4.3,0.86,-0.1,-1.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2431,Andre Emmett
2004-05 Regular Season,,"Ibrahim Kutluay, SEA",5,2.4,0,0,66.7,10.3,0,10.2,5.1,-12.93,-0.1,-2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2460,Ibrahim Kutluay
2004-05 Regular Season,,"Shaun Livingston, LAC",30,27.1,0.461,32.3,16.1,18.3,3,9.6,6.6,10.4,-0.1,-2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2393,Shaun Livingston
2004-05 Regular Season,,"Keith McLeod, UTAH",53,26.1,0.44,29.2,12.3,19.3,2,8.6,5.1,10.45,-0.1,-2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2522,Keith McLeod
2004-05 Regular Season,,"Willie Green, PHI",57,18.7,0.457,15.3,11.5,21.1,2,11.9,7,9.67,-0.1,-2.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2004,Willie Green
2004-05 Regular Season,,"Alan Henderson, DAL",78,15.4,0.539,6.5,15.2,10.1,16,16.8,16.2,12.42,-0.1,-2.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=322,Alan Henderson
2004-05 Regular Season,,"Ben Handlogten, UTAH",21,14.1,0.525,10.7,14.8,15.6,9,18,13.6,10.36,-0.1,-2.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2199,Ben Handlogten
2004-05 Regular Season,,"David West, NO",30,18.4,0.479,9.1,14.6,17.9,8,19.9,13.8,11.18,-0.1,-2.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2177,David West
2004-05 Regular Season,,"Robert Traylor, CLE",74,17.9,0.461,10.6,12.6,16.4,12,17.8,14.8,12.05,-0.1,-2.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=857,Robert Traylor
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Bernard Robinson, CHA",31,10.6,0.503,21.1,14,14.7,5,12.5,8.4,9.8,-0.1,-2.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2442,Bernard Robinson
2004-05 Regular Season,,"Andrew DeClercq, ORL",8,6.1,0.436,0,8.8,8.9,16,6.8,11.4,5.65,-0.1,-2.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=196,Andrew DeClercq
2004-05 Regular Season,,"Jonathan Bender, IND",7,13.3,0.422,7.1,17.7,24.2,7,11.4,9,5.8,-0.1,-2.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=50,Jonathan Bender
2004-05 Regular Season,,"Adrian Griffin, CHI",69,9.7,0.419,20.1,11.4,13.5,9,15.7,12.2,10.74,-0.1,-2.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=285,Adrian Griffin
2004-05 Regular Season,,"Kwame Brown, WSH",42,21.6,0.497,9.8,16.8,16,9,17.2,12.8,10.44,-0.1,-2.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=981,Kwame Brown
2004-05 Regular Season,,"Michael Stewart, ATL",12,12.1,0.519,14.3,17.1,8.7,16,16.1,16.1,10.65,-0.1,-2.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=810,Michael Stewart
2004-05 Regular Season,,"Corsley Edwards, NO",10,11,0.372,7.3,4.8,14.8,12,14.6,13.5,8.58,-0.1,-3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1769,Corsley Edwards
2004-05 Regular Season,,"Dajuan Wagner, CLE",11,9.3,0.388,16.5,11.4,27.8,0,2.4,1.2,4.98,-0.1,-3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1729,Dajuan Wagner
2004-05 Regular Season,,"Didier Ilunga-Mbenga, DAL",15,3.9,0.476,0,24.1,14.1,6,9.4,7.7,3.86,-0.1,-3.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2450,Didier Ilunga-Mbenga
2004-05 Regular Season,,"Cory Alexander, CHA",16,12.6,0.451,33.6,17.2,16.8,4,12.6,8.2,8.85,-0.1,-3.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6,Cory Alexander
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"DeShawn Stevenson, ORL",55,19.8,0.456,11.6,9.6,19.4,4,6.5,5.2,9.36,-0.1,-3.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=808,DeShawn Stevenson
2004-05 Regular Season,,"Erik Daniels, SAC",21,3.4,0.361,14.3,21.4,13.8,11,17.1,14,4.66,-0.1,-3.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2499,Erik Daniels
2004-05 Regular Season,,"Robert Swift, SEA",16,4.5,0.501,9.5,19.1,11.2,2,6.8,4.3,5.19,-0.1,-3.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2416,Robert Swift
2004-05 Regular Season,,"Scot Pollard, IND",49,17.7,0.506,7.6,13,10.9,12,16.3,14.1,11.19,-0.1,-3.4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=664,Scot Pollard
2004-05 Regular Season,,"Damone Brown, WSH",14,10.9,0.409,14.7,15.8,21.9,7,13.8,10.4,7.47,-0.1,-3.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=983,Damone Brown
2004-05 Regular Season,,"Derrick Coleman, DET",5,10,0.294,0,11.5,14.4,7,27.9,17.6,1.22,-0.1,-3.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=156,Derrick Coleman
2004-05 Regular Season,,"Sasha Vujacic, LAL",35,11.5,0.403,26.7,7.8,15.6,4,13.6,8.7,8.94,-0.1,-3.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2421,Sasha Vujacic
2004-05 Regular Season,,"Keyon Dooling, MIA",74,16,0.486,22.4,11,17,1,7.5,4.4,10.12,-0.1,-3.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=209,Keyon Dooling
2004-05 Regular Season,,"Dahntay Jones, MEM",52,12.5,0.534,7.8,10.8,16.1,2,10.7,6.4,9.65,-0.1,-4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2008,Dahntay Jones
2004-05 Regular Season,,"Smush Parker, DET/PHX",16,9,0.493,18.1,23,17.9,2,7.4,4.8,6.05,-0.1,-4.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1823,Smush Parker
2004-05 Regular Season,Hollinger Stats - Estimated Wins Added - All Players,,,,,,,,,,,,,,,,
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,351,"Jahidi White, CHA",17,7.9,0.432,1.7,18.2,17.5,9,20.6,14.4,6.77,-0.1,-4.4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=911,Jahidi White
2004-05 Regular Season,,"Tierre Brown, LAL",76,14,0.437,25.4,12.1,19,2,7.6,4.9,9.51,-0.1,-4.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1057,Tierre Brown
2004-05 Regular Season,,"Jelani McCoy, ATL",10,8.8,0.493,0,28.3,9.6,9,19.5,13.9,6.27,-0.1,-4.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=525,Jelani McCoy
2004-05 Regular Season,354,"Stacey Augmon, ORL",55,12.1,0.48,13.4,11.6,14.1,8,9,8.4,9.87,-0.2,-4.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=27,Stacey Augmon
2004-05 Regular Season,,"Andres Nocioni, CHI",81,23.4,0.484,12.8,14.1,18.2,4,18.6,11.4,10.08,-0.2,-4.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2456,Andres Nocioni
2004-05 Regular Season,,"Sebastian Telfair, POR",68,19.6,0.471,26.7,14.9,20.9,1,7.8,4.5,9.7,-0.2,-4.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2417,Sebastian Telfair
2004-05 Regular Season,,"Bruno Sundov, NY",21,3.5,0.33,4.4,13.1,24.5,10,11.3,10.5,1.23,-0.2,-4.8,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=824,Bruno Sundov
2004-05 Regular Season,,"Obinna Ekezie, ATL",42,17.4,0.516,3.9,16.1,14.8,10,18.4,14.2,10.47,-0.2,-4.8,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=221,Obinna Ekezie
2004-05 Regular Season,,"Darrick Martin, LAC",11,17.3,0.392,32,6.9,14.8,2,4.3,3.2,7.26,-0.2,-4.9,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=514,Darrick Martin
2004-05 Regular Season,,"Francisco Elson, DEN",67,14,0.495,10.5,12.3,12.5,8,17.1,12.3,10.73,-0.2,-4.9,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=234,Francisco Elson
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Tamar Slay, CHA",8,9.8,0.351,5.9,15.7,24.7,8,12.4,10.2,1.49,-0.2,-5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1783,Tamar Slay
2004-05 Regular Season,,"Shawn Bradley, DAL",77,11.5,0.494,5.7,12.6,11.2,9,17.8,13.5,11.01,-0.2,-5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=88,Shawn Bradley
2004-05 Regular Season,,"Marcus Haislip, IND/MIL",9,11.8,0.373,5.8,11.6,19.6,6,11.1,8.4,4,-0.2,-5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1712,Marcus Haislip
2004-05 Regular Season,,"Kenny Anderson, ATL/LAC",43,17.3,0.467,27.9,13.3,24.6,5,17.9,11.5,10.12,-0.2,-5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=15,Kenny Anderson
2004-05 Regular Season,,"Sean Marks, SA",23,10.6,0.412,7,12.2,18.3,9,18.2,13.4,8.75,-0.2,-5.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=511,Sean Marks
2004-05 Regular Season,,"Scott Williams, CLE",19,8,0.36,13.6,8.5,14.2,11,11.9,11.6,6.82,-0.2,-5.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=919,Scott Williams
2004-05 Regular Season,,"Lonny Baxter, NO",4,9,0.253,0,25.2,18.3,13,13.7,13.2,-7.98,-0.2,-5.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1766,Lonny Baxter
2004-05 Regular Season,,"Kevin Ollie, PHI",26,6.1,0.4,31.7,10,11.5,2,11.5,6.8,6.7,-0.2,-5.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=620,Kevin Ollie
2004-05 Regular Season,,"Kevin Martin, SAC",45,10.1,0.464,11.8,12.8,14.8,7,7.1,7.1,8.75,-0.2,-5.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2394,Kevin Martin
2004-05 Regular Season,,"Mark Jones, ORL",10,11.6,0.325,13.5,6.8,13.4,6,6.7,6.3,4.46,-0.2,-5.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2728,Mark Jones
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Doug Christie, ORL/SAC",52,29.3,0.471,29.7,15.5,13.7,2,9.4,5.7,9.96,-0.2,-5.4,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=147,Doug Christie
2004-05 Regular Season,,"Frank Williams, CHI",9,7.9,0.15,32.4,8.8,14.8,3,6.3,4.7,0.33,-0.2,-5.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1732,Frank Williams
2004-05 Regular Season,,"Charlie Ward, HOU",14,25.7,0.453,29.9,12.5,13.1,2,10.4,6.3,8.7,-0.2,-5.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=888,Charlie Ward
2004-05 Regular Season,,"Brian Scalabrine, NJ",54,21.6,0.468,17,12.8,16,8,16.8,12.6,11.08,-0.2,-5.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1021,Brian Scalabrine
2004-05 Regular Season,,"John Edwards, IND",25,5.6,0.401,6.4,17,13.6,7,9.3,8.2,5.12,-0.2,-5.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2458,John Edwards
2004-05 Regular Season,,"Jermaine Jackson, NY",21,11,0.542,33,13.8,9.9,2,10.3,5.9,8.04,-0.2,-5.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=380,Jermaine Jackson
2004-05 Regular Season,,"Daniel Santiago, MIL",11,9.5,0.426,3.2,13,11.5,7,14.7,10.6,4.29,-0.2,-5.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=753,Daniel Santiago
2004-05 Regular Season,,"Michael Olowokandi, MIN",62,19.6,0.48,6,14.2,15.5,10,19.6,15.2,10.45,-0.2,-5.8,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=621,Michael Olowokandi
2004-05 Regular Season,,"Billy Thomas, NJ",25,14.2,0.47,13.7,7.3,12.9,2,9.9,6.1,8.26,-0.2,-5.9,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2494,Billy Thomas
2004-05 Regular Season,,"Carlos Delfino, DET",30,15.3,0.431,19.4,11.8,15.5,3,10.6,7,8.65,-0.2,-6.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1999,Carlos Delfino
2004-05 Regular Season,RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
2004-05 Regular Season,,"Andre Barrett, HOU/ORL",38,12.7,0.446,30.2,11.8,13.5,2,5.1,3.5,8.58,-0.2,-6.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2509,Andre Barrett
2004-05 Regular Season,,"Ha Seung-Jin, POR",19,5.5,0.467,4.8,28.7,15.7,7,12.8,10,2.46,-0.2,-6.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2408,Ha Seung-Jin
2004-05 Regular Season,,"Britton Johnsen, IND",6,14.5,0.273,13.8,10.3,12.6,7,6.7,6.9,0.35,-0.2,-6.4,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2191,Britton Johnsen
2004-05 Regular Season,,"Eduardo Najera, DEN/GS",68,17.4,0.489,13.3,12.5,14.1,10,15.1,12.5,11.23,-0.2,-6.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=591,Eduardo Najera
2004-05 Regular Season,,"Bo Outlaw, PHX",39,5.5,0.382,22,13.6,8.9,8,17.6,13.2,8.17,-0.2,-6.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=623,Bo Outlaw
2004-05 Regular Season,,"Jake Voskuhl, PHX",38,9.5,0.528,15.1,17.7,10.7,9,17.5,13.7,8.76,-0.2,-6.8,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=879,Jake Voskuhl
2004-05 Regular Season,,"Rodney Buford, NJ",64,20.5,0.437,10.4,5.8,17.5,3,14.5,8.7,9.49,-0.2,-7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=114,Rodney Buford
2004-05 Regular Season,,"John Salmons, PHI",58,17.1,0.511,28.8,12.9,12.4,1,12.5,6.9,9.72,-0.2,-7.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1726,John Salmons
